Duplicate,Lobe.number,BL,PL,BW,TLIW,TLL,TLDW,TEL,BLL,LLL,BSR,LSR,LLDW,LLIW,MidVeinD,BL.PL,TLDW.TLIW,TLL.TLDW,LLDW.LLIW,LLL.LLLDW,BL.BW,BL_PL,Putative_spp,General.location.Habitat,site,year,Latitude,Longitude
0067151MOR,7,10.81936703,3.550729138,9.238461045,2.177866942,5.019204458,3.009701548,1.935029196,1.725962189,3.128900391,2.403391745,6.050684239,1.285316016,3.225601203,4.107957445,3.123100816,1.361776087,1.684194788,0.439189496,2.834427121,1.19941544,14.37009617,Quercus rubra,"Logan County, Arkansas","17 mi. SE of Paris off St. Hwy. 309, & 1 mi. W of Junction & on top of Magazine Mountain, Ozark Natn'l Forest.",1986,35.16985788,-93.65075334
0067152MOR,8.333333333,17.56916709,6.406565956,13.53405346,3.545652149,5.540364024,3.833399187,2.070090766,3.185085467,5.158101438,4.315414462,11.97777699,3.044749925,4.77917217,7.052655156,2.763658471,1.057021492,1.581497111,0.617036483,1.809350861,1.297228506,23.97573305,Quercus rubra,"Logan County, Arkansas",Near Blue Mountain,1923,35.13156534,-93.71550629
0067153MOR,7,15.66451133,5.376522234,15.67823602,1.9845708,4.084713588,1.878447763,0.644934707,4.258977889,4.350044838,3.802790269,11.66244994,1.816449502,4.057585316,7.052357255,2.913502567,0.946525951,2.1745154,0.447667605,2.394806369,0.999124602,21.04103357,Quercus rubra,"Logan County, Arkansas","Magazine Mountain, Camarron Bluff area.",1997,35.16985788,-93.65075334
0067154MOR,9,16.81451809,3.164791667,13.95207261,4.246378947,5.004277455,5.369807491,1.750606582,1.361571667,5.385250559,3.582191772,11.92816873,3.749352106,4.63250085,7.526501848,5.950506486,1.282902266,0.942035301,0.882852722,1.614415586,1.217932266,19.97930976,Quercus rubra,"Logan County, Arkansas","22 mi. SE of Paris off St. Hwy. 309, Cameron Campgrd., Ozark Natn'l Forest, on top of Magazine Mountain.",1986,35.16985788,-93.65075334
0067155MOR,7,17.06018809,5.167739799,15.51659994,3.678817267,7.547500774,6.723995757,3.589022258,1.86107143,4.89346983,3.990608027,9.896273083,2.080631979,4.919050655,6.359097722,3.333939712,1.612548696,1.404211156,0.460074339,2.543612743,1.11573112,22.22792789,Quercus rubra,"Logan County, Arkansas","11.5 mi. SE of Paris & 3 mi. S of Cove Lake off St. Hwy. 309 Ozark Natn'l Forest, on road to Magazine Mountain.",1986,35.16985788,-93.65075334
0067158MOR,7,10.01674377,2.26623161,8.877883755,1.911613789,3.018513174,2.32355744,1.373296774,2.982271559,2.778993713,2.494542491,6.994422218,1.207793764,2.561671823,4.268748863,4.421941639,1.252005236,1.286404922,0.474209888,2.292357624,1.132997223,12.28297538,Quercus rubra,"Logan County, Arkansas","22 mi. SE of Paris off St. Hwy. 309, Ozark Natn't Forest, top of Magazine Mountain, 0.8 mi. W of Brown Spring on road to lookout.",1988,35.16985788,-93.65075334
0067159MOR,9.5,13.36960544,3.809838217,10.16008071,1.873463116,3.744699359,2.716367024,1.767021072,1.834653761,2.711206898,2.128622892,9.847731532,0.908874706,3.112744366,5.003407671,3.520969545,1.420402355,1.495143276,0.298734811,3.033885799,1.327610288,17.17944365,Quercus rubra,"Logan County, Arkansas",Top of Magazine Mountain,1923,35.16985788,-93.65075334
0067160MOR,9.333333333,17.48737332,3.532367116,13.96658075,5.324283077,5.711475752,6.419901153,2.63014902,2.575778046,4.90224327,3.508407505,11.91970933,2.746374259,3.905513767,7.956844134,4.965412978,1.195835769,0.895023377,0.689532684,1.82995167,1.251600955,21.01974044,Quercus rubra,"Logan County, Arkansas","22 mi. SE of Paris off St. Hwy 309 Ozark Natn'l Forest, south facing slope of Magazine Mountain.",1989,35.16985788,-93.65075334
0067442MOR,8.666666667,16.8260862,4.01755056,12.68110841,3.34131885,4.317404507,3.447332888,2.123763237,1.722882674,3.764650483,3.061145112,12.99805384,1.291515854,3.909863659,7.267864496,4.160699189,1.042478873,1.261035086,0.334509641,3.247471158,1.338555488,20.84363676,Quercus rubra,"Le Flore County, Oklahoma","North side of Rich Mt., half-way up, near Page.",1913,34.73152271,-94.46747245
0067472MOR,8,15.67015145,3.7376687,10.39967823,2.338267429,2.347061017,1.46739408,0.928777438,4.286355361,2.337713464,6.285468877,13.45605517,1.093192128,2.949787812,6.464208785,4.192493425,0.627556139,1.599475593,0.370600259,2.13842874,1.506791952,19.40782015,Quercus rubra,"McCurtain County, Oklahoma","Valley forest, Mt. Fork River Beavers Bend State Park 10 mi. N of Broken Bow.",1981,34.13289885,-94.68027463
0067474MOR,8.5,14.42123773,4.697675281,12.41198342,2.338733391,4.478632039,2.670829482,1.878038907,2.283066432,3.670415509,2.378914909,10.44052811,1.579820237,3.125376054,6.490115667,3.071218702,1.147364643,1.679146437,0.507570094,2.340783427,1.167299507,19.11891301,Quercus rubra,"Le Flore County, Oklahoma","North Slope of Kiamichi Mountain, 3.5 miles South of Muse.",1966,34.62666666,-94.81501396
0067475MOR,7,8.37258975,2.308105484,7.680847175,2.795256722,2.727318493,2.441438053,0.960654475,0.647241179,2.810251196,2.272673712,5.724028368,1.323234259,2.56332431,3.949670061,3.97948281,0.824868427,1.285100255,0.50478316,2.303199316,1.112359022,10.68069523,Quercus rubra,"Le Flore County, Oklahoma","In valley of Kiamachi River, 1/2 mile south and 1 mile west of Big Cedar.",1966,34.64662131,-94.65017657
0067495MOR,7.5,13.25078825,3.434716257,9.611560405,1.949184798,4.81863301,3.303145402,2.10140672,2.241614899,3.84362026,2.479366627,8.437736703,1.231462674,3.655198981,4.769549601,3.858532381,1.688821747,1.474644326,0.337045025,3.166664279,1.418523865,16.68550451,Quercus rubra,"Le Flore County, Oklahoma","From the north side of Rich Mt. near the top about 2.5 miles Northeast of Big Cedar, Oklahoma",1977,34.64662131,-94.65017657
199418,5.666666667,13.85390534,4.12070417,9.350799527,2.498405424,6.470202822,3.301199992,2.159077779,2.501303742,4.515107494,3.047975964,7.100570486,1.408279957,3.593209846,5.333149229,3.399934963,1.300076808,2.043467464,0.403643718,3.306305783,1.490879386,17.97460951,Quercus rubra,"Pope County, Arkansas","10 mi. NE of Bayou Bluff Recreatin Area, along AR 27, ca. 17 mi. NE of Hector.",1986,35.52385777,-92.94434171
325699,7.5,14.64851919,4.57833558,8.716352951,3.126470669,4.171927366,3.045845922,1.872302267,1.224783642,3.581885046,2.820238722,11.11859342,1.719315914,3.884017319,6.543050182,3.200876525,0.959101139,1.367876184,0.464082789,2.056125054,1.695123817,19.22685477,Quercus rubra,"Scott County, Arkansas","Jct Hwys 71 Business & 80 in Waldron, 4.5 mi N, 3.0 mi E",1999,34.93284268,-94.10279454
353911,8.666666667,12.09988988,2.694138128,9.761766351,3.057073281,3.694398174,3.147818209,1.303929896,1.655372422,3.198460434,2.642928045,8.853711821,1.342758843,3.025221897,5.306125476,4.515768155,1.013196067,1.233732722,0.459807374,2.702094361,1.23533118,14.79402801,Quercus rubra,"Franklin County, Arkansas","Fern, 3 mi E",2005,35.49889138,-93.85234799
ANHC003022,9,18.05111863,5.026727532,14.54881312,2.7568879,4.875807454,2.275290672,1.923040931,1.907767255,4.261573087,3.005635082,13.22483272,1.371168464,4.771723335,6.976183667,3.61058201,0.803149475,2.304199423,0.284950518,3.137748528,1.256147877,23.07784617,Quercus rubra,"Montgomery County, Arkansas","Ouachita Mountains. USGS Bonnerdale 7.5' Quad. Pigeon Roost Mountain. Caddo Rifle Range Road, just east of junction with Pigeon Roost Road.",2002,34.4008025,-93.4504494
APCR002230,9.222222222,15.81447649,4.139000056,13.44909332,3.246113134,4.962564371,4.51277163,2.19885325,2.373712585,4.531913793,2.746028363,10.89518607,2.432757583,3.530586716,6.724344226,3.898134157,1.322482491,1.302394647,0.653164124,2.225649236,1.185395105,19.95347654,Quercus rubra,"Sebastian County, Arkansas","Sugarloaf Mountain, N of Hartford; SE 1/4 of Sect. 35, west side of road just N of intersection of road that runs over the top with the Observatory road.",1992,35.0734434,-94.37345758
APCR002251,9,15.1937889,2.978472709,12.74485592,4.446791045,3.948127301,3.822352869,1.392350542,1.821799145,3.460561177,4.993243998,11.75290276,2.361232788,4.114787353,7.221583243,5.372786351,0.777772914,1.149046813,0.540510654,1.652296394,1.219904514,18.17226161,Quercus rubra,"Logan County, Arkansas",Logan County: Magazine Mt.,1971,35.16985788,-93.65075334
APCR002252,9.333333333,16.1299222,3.984036805,12.1681486,1.807828424,3.490602444,1.89126232,1.381822639,2.383382788,3.398242707,3.544255044,12.71627027,1.405638324,3.891334261,6.558313415,4.053676877,0.971137666,2.188474879,0.385052656,2.982052224,1.327691545,20.113959,Quercus rubra,"Logan County, Arkansas","Logan County: Mt. Magazine, ""Tucker Dam area""",1971,35.16985788,-93.65075334
APCR002253,10.33333333,17.15779545,3.591189389,13.1303055,3.17189939,4.246403863,3.477615964,2.000351688,1.586788559,3.324401322,2.291778414,13.14653025,1.553557222,3.773230701,6.756302793,4.786724263,1.003512797,1.383293023,0.387515594,2.201842762,1.31568944,20.74898484,Quercus rubra,"Yell County, Arkansas","West slope of Dutch Creek Mnt. edge of highway 27, 1 mile of intersection of Hwy 80, and .6 mile from Forest Route 67, in Section 1, T4N, R23W.",1996,34.95863334,-93.62728779
APCR002399,9,11.39549317,3.252682492,8.579823321,2.190585224,3.598584036,2.82744536,1.121810978,1.331629794,3.747169938,2.392808914,7.841455368,1.993791187,3.104651815,4.75879258,3.674779994,1.174926778,1.492330788,0.620019859,2.158176834,1.331901639,14.64817566,Quercus rubra,"Pope County, Arkansas","Pope Co., 10N, 20W, SW, NE, sec. 6. Long Pool Rec. Area, just north of campground on log road.",1981,35.549931,-93.161766
APCR002401,8.5,13.8516104,4.208893907,11.83922516,3.496226432,3.711016707,3.566981687,0.981926861,2.641554914,4.330026954,3.050225932,10.63635075,3.408311859,4.242122662,7.08643653,3.361014141,1.008703164,1.094805148,0.795804442,1.300009563,1.174511924,18.0605043,Quercus rubra,"Pope County, Arkansas","Pope County: Big Piney Vista; northeast 40 acres of northeast 1/4 of sec. 5, T10N, R20W.",1973,35.549931,-93.161766
BRIT319828,5,8.097490634,3.607381965,9.861070898,1.840835277,3.54435953,3.468994863,0.958237955,2.744538531,3.670988963,2.160139,4.63536825,2.137785145,2.527491352,4.250225824,2.244700094,1.884467832,1.021725217,0.84581304,1.717192662,0.821157328,11.7048726,Quercus rubra,"Searcy County, Arkansas",Arkansas Searcy County. Cove Creek Banks.,1964,35.83232089,-92.56539924
GA136700,5.5,12.95847448,4.352833141,12.03020022,2.064988622,6.554100515,4.011488633,2.063244538,3.221894413,5.716209353,3.056342955,5.778723485,2.893265672,2.990609994,5.219006665,2.988263554,1.900527464,1.754224438,0.932184105,2.488135277,1.085169613,17.31130762,Quercus rubra,"Logan County, Arkansas","Logan County, AR. Cameron Bluff area of Magazine Mt. Sec. 22. R. 25 W., T. 6 N. Alt. 2700 Feet.",1965,35.16985788,-93.65075334
GA136715,9,14.52743593,4.010005795,10.6064473,2.583826776,3.432932072,2.675234877,1.862242153,1.711048225,3.377187772,2.966438147,11.17634157,1.947492584,3.152130211,6.407442244,3.965180008,1.036394112,1.288893798,0.614902954,1.824705516,1.447898464,18.53744173,Quercus rubra,"Montgomery County, Arkansas","Montgomery County, AR",1962,34.51745953,-93.64335599
LSU00079625,6,17.32252131,3.858296765,12.90526054,5.979669142,4.03458129,4.639857234,1.894035169,1.627590151,4.152983533,6.357904664,13.68259522,1.753542608,5.439188821,8.122200279,4.488775024,0.764365099,0.92880275,0.322239064,2.386059267,1.342071734,21.18081807,Quercus rubra,"Crawford County, Arkansas",North corner of Hwy. 71 and Rudy Road. North facing slope near the lake.,1975,35.62734922,-94.17192165
LSU00079634,7.666666667,13.39793878,3.766412401,12.21977238,3.068954696,4.705299228,3.970663523,1.511394371,1.698327223,4.007168344,3.233905512,9.368191395,2.510777947,3.314675106,6.134955536,3.638233034,1.176143651,1.562738266,0.750536966,1.670723744,1.092232847,17.16435118,Quercus rubra,"Polk County, Arkansas",Mena; Rich Mountain. Ouachita National Forest,1966,34.69076455,-94.3373321
LSU00185024,7.333333333,10.81018103,2.959516864,7.559308903,2.49793033,3.554750967,2.794842351,1.204154079,0.821229353,2.833839304,2.28357365,7.216693643,1.383921353,2.929819072,4.237777305,3.789006125,1.105628395,1.26397143,0.458734757,2.112098217,1.431154348,13.7696979,Quercus rubra,"Polk County, Arkansas",3 mi SW of Big Fork,1974,34.4867419,-93.96992174
LSUS000424,10.5,16.50427725,3.449111626,14.01568891,2.574443536,3.144566181,1.967276007,1.350380977,0.51721746,3.243784569,2.45282719,13.26916434,1.726748357,3.263580154,7.205785608,4.784666092,0.762595866,1.621951461,0.531130569,1.947075837,1.179296474,19.95338888,Quercus rubra,"Polk County, Arkansas",Ouachita Mountains Biological Station,2002,34.46246292,-93.99829963
LSUS000426,10.5,15.713225,2.323049562,14.09018509,3.105560701,2.691880896,2.59944855,0.739851256,0.88234718,3.854697075,2.23225524,13.41547284,2.069955982,3.548283469,7.910306206,6.779334729,0.835632735,1.033147634,0.577197868,1.899732923,1.118082286,18.03627456,Quercus rubra,"Polk County, Arkansas",Ouachita Mountains Biological Station,2002,34.46246292,-93.99829963
MISS0019374,8,13.79238036,4.493150566,11.66195339,1.88629536,5.169245858,3.294282654,1.941726047,4.570714872,4.909859797,4.571602919,8.785319701,1.805706451,3.722456969,6.198876093,3.073844,1.784891173,1.64658351,0.503841797,2.973615181,1.201428556,18.28553093,Quercus rubra,"Logan County, Arkansas","Ozark National Forest, The Ozark Region, Blue Mountain",1958,35.13156534,-93.71550629
NCU00267312,7.333333333,11.69957505,4.286315888,11.16401866,2.346722372,3.398123058,2.609542098,1.414157033,2.827771052,3.106208091,4.077214072,8.449109682,1.321863816,2.79458081,5.18042758,2.759823107,1.105199823,1.432399266,0.450521741,2.59808742,1.055318482,15.98589094,Quercus rubra,"Johnson County, Arkansas","South-east facing sandstone bluffs. Yabough Gap. S 1/2 sec. 18, R. 24 W., T. 11N. Alt. ca. 1800 feet.",1966,35.61639776,-93.58589894
NCU00267313,7,11.23435425,3.871319646,9.241466854,1.8131042,2.551970285,1.347379965,0.628849462,3.069693714,3.026347811,3.941593674,8.413924707,1.036135396,3.289493487,4.581523501,2.909203985,0.733669288,1.859126661,0.316909232,2.831608174,1.236852441,15.10567389,Quercus rubra,"Pope County, Arkansas",,1924,35.47088548,-93.02283636
UAM006629,10,15.78361825,4.168225833,10.43568383,3.999711354,5.12239813,3.830810832,2.202781088,0.759144601,4.293533091,2.83487896,10.76805422,1.87949679,3.889310202,6.421089108,3.761973974,0.979345698,1.321933174,0.486811118,2.26329468,1.527554375,19.95184408,Quercus rubra,"Scott County, Arkansas","4.5 mi N, 3.0 mi E junction of Hwys 71 Business and 80 in Waldron. (From Hwy 71: take FSR 20 [NF access road to Knoppers Ford/Jack Creek Recreation Areas] 3.0 mi E, then follow rutted 2-track SE 0.35 mi to campsite.) Ouachita National Forest. T04N R29W Section 35 E1/2 of NE 1/4. 34?7'52""N 94?1'30""W (determined from topo map). Elevation 270-275 m.",1999,34.93284268,-94.10279454
UAM006633,9.333333333,15.0495196,2.91523946,13.1618708,2.86242479,2.975378433,2.030746313,1.059344106,1.073394373,2.79961419,3.450783218,12.17159757,1.588803899,3.297347969,6.985354085,5.254778643,0.653351645,1.798188457,0.469715125,1.987693836,1.146388287,17.96475906,Quercus rubra,"Logan County, Arkansas","Logan County: Magazine Mt. Brown Springs Rec. area, oak-hickory woods.",1971,35.16985788,-93.65075334
UAM006637,8.666666667,11.38078158,3.407159567,10.54454871,1.745130492,2.818454604,1.484298547,1.044886081,1.781439103,3.188565115,2.530941226,8.591987731,1.18533271,2.872793619,5.197191145,3.379311347,0.846589637,2.08626078,0.410712929,2.726527094,1.090577483,14.78794115,Quercus rubra,"Sebastian County, Arkansas","Country road along northwest slope of Sugarland Mountain, T5N, R32W, Sec. 35, E1/2",2002,35.0734434,-94.37345758
UARK031193,9.333333333,13.57638409,2.544756853,10.64479664,3.271150804,3.436790704,2.727855149,1.49151731,0.647128618,2.902559961,2.770461485,9.941894193,1.620135942,3.19724671,5.760507403,5.299907424,0.849205042,1.293617663,0.492217746,1.884402789,1.310545688,16.12114094,Quercus rubra,"Crawford County, Arkansas",Rudy.,1971,35.62734922,-94.17192165
UARK031196,9.666666667,16.14674528,4.708216531,13.66083771,2.704597952,2.927955089,2.322129317,1.003015184,2.640105754,3.08236625,3.704833057,13.6900147,1.323084529,3.324482424,7.699562228,3.428942381,0.859995598,1.264119869,0.397138512,2.33137812,1.181369332,20.85496181,Quercus rubra,"Franklin County, Arkansas","Franklin, AR. 1 mile N, side of stream, Izard County",1958,35.49889138,-93.85234799
UARK031202,9.666666667,13.53424697,2.960432336,10.61520735,4.480848327,2.818455775,3.369750824,1.29451867,0.504612715,2.045258156,3.700603408,11.16548917,1.475512021,3.341516544,6.261804453,4.568538677,0.692598296,1.003879289,0.397972152,1.581001051,1.28224554,16.49467931,Quercus rubra,"Johnson County, Arkansas",Scattered on hillside that slopes down to the Mulberry River; 1.5 mi. E of the Franklin Co. line on Johnson Co. Rd. 83.,1991,35.54122269,-94.03981514
UARK031203,8,11.47412451,3.780390583,9.220488318,1.879027213,3.963876095,2.814717528,2.083639528,1.813457421,3.303569118,2.279541256,7.580433391,1.423882476,2.872057777,4.837398392,3.137988713,1.506449909,1.41618351,0.509381467,2.394720905,1.260355668,15.25451509,Quercus rubra,"Johnson County, Arkansas",By Hwy 21 ca. 8.5 mi. S of Ozone.,1991,35.64319451,-93.44276254
UARK031205,9,11.28687207,3.887247337,8.9405164,2.411906209,5.375468438,4.791695496,2.34917578,1.55467708,4.516962085,1.748071703,6.054356666,2.896655932,2.9381614,5.357957024,2.903564165,1.986684009,1.121830142,0.98587366,1.559371286,1.262440732,15.17411941,Quercus rubra,"Logan County, Arkansas",Magazine Mt.,1942,35.16985788,-93.65075334
UARK031207,9.666666667,13.26510091,2.951934507,10.51268331,2.212914162,3.888104104,2.998278427,1.280101881,1.172907444,3.515810002,1.692158329,9.11197864,1.299943554,3.45500316,4.966406533,4.823952187,1.317760382,1.400270529,0.370840712,2.816846681,1.317033039,16.21703541,Quercus rubra,"Logan County, Arkansas",Arkansas. Magazine Mt; Logan County,1942,35.16985788,-93.65075334
UARK031208,9,9.697441406,1.872911478,7.419805704,2.014881558,2.079963735,2.177989113,1.050163416,0.941693859,1.849511997,1.764485396,7.599149943,0.829514523,1.850936786,3.985711206,5.282076933,1.060634095,1.062921506,0.456078132,2.295846971,1.308198507,11.57035288,Quercus rubra,"Logan County, Arkansas",Ouachita Mts. National Forest: Magazine Mountain about 45 miles east of Fort Smith.,1954,35.16985788,-93.65075334
UARK031362,6.666666667,12.61953745,3.927992604,10.82840684,3.08704571,5.690450871,3.623232931,1.834815106,2.554791198,5.486685203,2.652576391,7.476980875,3.482918973,3.038521354,6.803904328,3.337430735,1.179490015,1.624460204,1.143837303,1.567570125,1.186337028,16.54753005,Quercus rubra,"Montgomery County, Arkansas","Ouachita Mountains. Pigeon Roost Mountain. Caddo Rifle Range Road, just east of junction with Pigeon Roost Road. Bonnerdale Quad, T4S, R23W, Sec 9, 10, 15, 16. UTM: 3806685,458620",2002,34.4008025,-93.4504494
UARK031363,7.666666667,11.03040411,2.650509046,9.050909961,1.976378693,3.661319661,2.799451316,1.308816085,1.964265505,3.282522053,1.80641235,7.392117084,1.225686586,2.939980287,4.598861854,4.204629387,1.374788059,1.32402533,0.383663319,4.3550164,1.218006799,13.68091315,Quercus rubra,"Montgomery County, Arkansas","Ouachita Mountains. Slatington Mountain. Montgomery County Highpoint. Big Fork Quad, T3S, R27W, Sec 33, SE 1/4 and T4S, R27W, Sec 4, N 1/2 and Sec 5, NE 1/4. UTM: 3810692, 417302",2002,34.4008025,-93.4504494
UARK031364,9.333333333,14.25692231,3.066213958,9.951679979,3.074852828,3.163552578,2.603382839,1.288331237,0.868715107,2.473936324,3.326950394,11.31667919,1.558958901,2.945578192,6.163080979,4.695836754,0.828552139,1.280581967,0.501059459,1.611119411,1.45581824,17.32313626,Quercus rubra,"Montgomery County, Arkansas","5 mi. NE of Mt. Ida, from Mt. Ida head E on SH 27. Stop on the right one mile past the jct. of SH 27 & SH 188. UTM 15S/448094/3829234. Reed Mountain Quad. T2S, R24W, S4 NE?",2004,34.55188094,-93.62902799
UARK031365,11.5,20.29508841,4.384025904,15.8703799,4.920590343,4.098762251,4.87687871,2.278104796,0.979826613,3.501292191,3.407870395,16.86359612,2.257161679,3.962405704,9.103646716,4.633244211,0.963395323,0.911556675,0.559445994,1.630355721,1.277678787,24.67911431,Quercus rubra,"Montgomery County, Arkansas","Hickorynut Mt., Quachita Nat'l. Forest",1969,34.56449815,-93.40807444
UARK031372,9.333333333,10.15154902,1.73117573,7.466112402,2.148743094,2.28307357,1.77290048,0.960721789,0.407613293,1.769202061,1.905739399,7.997426324,0.735136413,2.814889535,4.29632552,5.956362108,0.78823083,1.325243069,0.250442253,3.335706704,1.394083807,11.88272475,Quercus rubra,"Polk County, Arkansas",Ouachita Mountains. Ouachita National Forest; Board Camp Creek; 11 miles SE of Mena; ca 3.5 mi S of AR8 on CR61; W 2 mi on 48320. UTM 15S/398076/3816173 Nichols Mountain Quad T3S R29W S20 NE 1/4,2005,34.46246292,-93.99829963
UARK031373,10.66666667,13.29509338,2.020965582,11.6398855,2.54112557,1.974245223,1.964765189,0.638842481,0.506131088,2.612333979,1.796001287,11.31751136,1.68215058,3.218583696,6.583993335,7.052813459,0.756434796,1.102818449,0.499277419,1.680078463,1.146883228,15.31605896,Quercus rubra,"Polk County, Arkansas",Ouachita Mountains. Ouachita NF; 10 miles S of Mena; ca 5.8 mi W of AR375 on CR80; E 0.8 mi on CR79; climb to top of ridge N of road; UTM 15S/389656/3812362 Eagle Mountain Quad T3S R30W S33 SE 1/4,2005,34.46246292,-93.99829963
UARK031375,10,20.7663396,4.851935958,17.40602456,3.502811059,4.273616413,3.464531309,1.693640293,1.206216712,4.225099578,3.01856247,16.75348757,2.05076931,3.42494206,9.610386026,4.278954858,0.991351828,1.232113301,0.566940419,2.328406694,1.199395955,25.61827556,Quercus rubra,"Polk County, Arkansas",Ouachita Mountains. Ouachita NF; 8 miles SE of Mena; ca 8 mi S of AR8 on AR375; ridge top W of highway. UTM 15S/393247/3816494 Eagle Mountain Quad T3S R30W S13 SW1/4,2005,34.46246292,-93.99829963
UARK031376,10,16.32061953,4.642504886,12.47912885,4.274898418,4.32893499,4.099369476,2.093389265,0.784184814,3.84843778,2.91887988,12.33470078,2.189258291,3.963899174,7.545697716,3.558676421,0.962275751,1.08772892,0.487217438,2.86012878,1.329395997,20.96312442,Quercus rubra,"Polk County, Arkansas","Ouachita Mountains. Ouachita National Forest; Rattlesnake Mtn; 15 miles SE of Mena; ca 2.2 mi W of AR8 on Heath Valley Rd; S, then W 2.4 mi on CR84. UTM 15S/405667/3814712 Nichols Mountain Quad T3S R28W S19 SE1/4",2005,34.46246292,-93.99829963
UARK031377,9.333333333,12.23920599,2.415766576,7.923735258,2.209515561,2.724990595,1.779218788,1.129636586,1.136030791,2.519347861,2.9565602,9.765000166,1.083413894,2.428805919,5.393181566,5.34189889,0.792176314,1.628157265,0.450904819,2.299611903,1.54579121,14.65497257,Quercus rubra,"Polk County, Arkansas",Ouachita Mountains. 5.5 miles W from Albert Pike Rec Areaa on FR 106; S 1.5 miles on Big Fork Trail ; W 0.5 miles to E side of mountain UTM 15/472056/3803442. Athens Quad T4S R28W S26 SE1/4.,2005,34.46246292,-93.99829963
UARK031379,10,14.59182539,1.828639123,11.22235299,4.128113629,4.580083578,4.145824025,1.819452901,0.99686722,3.461137014,2.458746673,10.70029235,2.532547912,3.616743152,6.451707795,7.979609106,1.004290191,1.104746258,0.700228854,1.366662008,1.300246518,16.42046452,Quercus rubra,"Pope County, Arkansas",Longpool,1954,35.549931,-93.161766
UARK031386,8.333333333,15.64545526,4.149219395,14.65527499,4.089751069,3.701751878,3.252717895,1.339298351,2.053632353,4.036374043,3.707156934,12.21918215,2.453412615,5.270165246,7.182795952,3.783695567,0.756218858,1.242944155,0.485283388,1.825016872,1.068148206,19.79467466,Quercus rubra,"Scott County, Arkansas",Southwestern Scott Co. Near the Upper Black Fork Basin (including Price Creek) of the Poteau River.,1974,34.7585423,-94.37955732
UARK031389,9,12.38989133,1.782475964,9.038417579,3.603734015,3.038624203,2.920968748,1.282734098,0.503119445,2.758639502,2.258056828,9.871854475,1.517081173,3.115363561,5.845678627,6.957434601,0.804919174,1.051382658,0.485988411,1.878161515,1.403084545,14.17236729,Quercus rubra,"Sebastian County, Arkansas","Sebastian County, AR. Ouachita National Forest, Poteau Mountain, on Forest Road 1038, off Forest Road 158, off Highway 28, 18 air miles West of Waldron, AR. T3N R32W Sec. 8, NW 1/4 UTM: 3867042, 0370048. 1600'.",2003,34.95006336,-94.33341959
UARK031390,8,11.39572627,2.870762537,7.18618696,1.746472385,4.851284556,3.104025236,1.937048498,1.975924184,3.329405569,2.282071059,6.761337537,1.01759288,3.193186194,4.039121797,3.972495929,1.76875018,1.592550324,0.326655686,3.258221123,1.612258908,14.2664888,Quercus rubra,"Sebastian County, Arkansas","Arkansas River Valley. Near the top of Sugarloaf Mountain, west of Midland Park, along county road 201. T5N R32W S36 SW1/4 NW 1/4",2002,35.0734434,-94.37345758
UARK031401,10.33333333,11.93369478,2.333086006,9.104126734,2.964483018,2.748562977,2.834472795,1.326466571,0.534389976,2.420161535,2.07166579,9.227712313,1.68187085,2.711248788,5.302782578,5.153135832,0.944867732,0.972876304,0.620379928,1.444065492,1.315088884,14.26678079,Quercus rubra,"Yell County, Arkansas","Ouachita Mountains. Blue Mountain Lake Project, Outlet Recreation Area of Blue Mountain Dam, off Highway 10, 15 air miles east of Booneville. T5N, R25W, Sec 16, NE 1/4",2003,35.10429289,-93.6497132
UARK049026,8.5,12.13286129,3.729311709,11.34080068,2.699152784,3.360766486,3.099778617,1.694222896,1.230554473,3.239752807,2.474445622,8.788311514,1.790828379,2.993894855,5.292212401,3.253218255,1.109489833,1.113289758,0.559341968,2.48015875,1.071660129,15.862173,Quercus rubra,"Montgomery County, Arkansas","At Little Missouri Falls in Ouachita National Forest 5 Miles S. of Ark. 8 about 12.2 miles west of Norman, Ark.",1987,34.42262273,-93.91967183
UCA006581,9,10.06081252,1.705066655,6.428117613,2.900274599,2.733864354,2.976778381,1.305590675,0.395102381,2.532626595,2.063052045,7.482953039,1.543296964,2.634679161,4.530622939,5.902106592,1.020845641,0.911985568,0.58228139,1.672670403,1.565111338,11.76587918,Quercus rubra,"Montgomery County, Arkansas",,1973,34.51745953,-93.64335599
UARK031881,8.333333333,15.84066542,4.635392653,14.85275562,4.687003806,5.020361033,4.836743045,2.012357272,2.020448396,5.228720989,3.934569014,11.39371385,3.983004235,4.679601435,8.409196498,3.389477267,1.001603528,1.061552516,0.822991781,1.388192517,1.071103127,20.47605808,Quercus sp.,"Polk County, Arkansas",,,34.47381062,-94.20025833
NCU00007875,5,12.15083233,2.934610363,8.889923509,2.063818756,3.413298458,1.895799129,1.318709881,1.790796766,3.200143525,2.056342221,8.936997338,1.30129327,2.891083399,5.323419015,4.129360321,0.94070162,1.8301144,0.476506817,2.646616961,1.425843031,15.08544269,Quercus sp.,"Logan County, Arkansas",Mt. Magazine; 35.168329 -93.63589,1967,35.168329,-93.63589
